Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00+01:00,95.37602746288863,96.80713543135069,94.81110942850745,95.92210388183594,3482,0.0,0.0
2024-01-03 00:00:00+01:00,96.39285964772682,96.39285964772682,93.29525655142734,93.56829833984375,2001,0.0,0.0
2024-01-04 00:00:00+01:00,94.02965003430724,95.28186677497457,93.86017606578542,95.20655059814453,471,0.0,0.0
2024-01-05 00:00:00+01:00,94.15204163695128,95.54549501379967,93.68128142876652,94.67929077148438,1149,0.0,0.0
2024-01-08 00:00:00+01:00,93.68128194186636,95.30069821620852,93.58713133635989,95.24420928955078,440,0.0,0.0
2024-01-09 00:00:00+01:00,94.90526567496323,95.07473964586688,94.41567101091663,95.09356689453125,668,0.0,0.0
2024-01-10 00:00:00+01:00,95.47017538318585,95.6208149204052,94.0673119193392,94.20853424072266,1735,0.0,0.0
2024-01-11 00:00:00+01:00,95.01824366205267,95.92210244701884,92.91865704642544,92.96572875976562,2462,0.0,0.0
2024-01-12 00:00:00+01:00,92.66443945264362,92.66443945264362,90.81906026274986,91.09210205078125,3243,0.0,0.0
2024-01-15 00:00:00+01:00,91.2427524380034,91.31806861654778,89.83047172925218,90.05643463134766,1419,0.0,0.0
2024-01-16 00:00:00+01:00,89.59509116724918,90.39538212826378,89.59509116724918,90.08467864990234,1226,0.0,0.0
2024-01-17 00:00:00+01:00,88.16397823856792,88.60649401883556,86.99649484055615,87.41075897216797,3095,0.0,0.0
2024-01-18 00:00:00+01:00,87.28835748486748,88.2016334437675,87.2036240948157,87.54257202148438,1127,0.0,0.0
2024-01-19 00:00:00+01:00,87.5425747076107,90.57426452636719,86.71403211333974,90.57426452636719,1659,0.0,0.0
2024-01-22 00:00:00+01:00,87.97567525870221,88.30520598746719,87.8909346808877,88.11689758300781,986,0.0,0.0
2024-01-25 00:00:00+01:00,87.38250740222598,87.97566986083984,87.09063837226088,87.97566986083984,1039,0.0,0.0
2024-01-26 00:00:00+01:00,88.8512847298576,89.25613879828119,88.8512847298576,89.0772476196289,1393,0.0,0.0
2024-01-29 00:00:00+01:00,88.98310075867748,89.19023640936385,88.3993554870369,89.17140197753906,258,0.0,0.0
2024-01-30 00:00:00+01:00,89.4256120696871,90.67782876087458,89.1431530722348,89.51034545898438,1515,0.0,0.0
